artist,date,rank,title,weeks
Marian Hill,2017-05-06,88,Act One,42
Metallica,2017-05-06,89,Metallica (The Black Album),51
Johnny Cash,2017-05-06,90,The Legend Of Johnny Cash,5
Jon Bellion,2017-05-06,91,The Human Condition,5
Kevin Gates,2017-05-06,92,Islah,2
Bruno Mars,2017-05-06,93,Doo-wops & Hooligans,3
Gucci Mane,2017-05-06,94,The Return Of East Atlanta Santa,16
Various Artists,2017-05-06,95,This Is A Challenge,93
Lady GaGa,2017-05-06,96,The Fame,2
Moneybagg Yo,2017-05-06,97,2 Federal,97
Sia,2017-05-06,98,This Is Acting,4
Drake,2017-05-06,99,Nothing Was The Same,1
Melanie Martinez,2017-05-06,100,Cry Baby,6
The Chainsmokers,2017-04-29,1,Memories... Do Not Open,1
Drake,2017-04-29,2,More Life,1
Ed Sheeran,2017-04-29,3,Divide,1
Pentatonix,2017-04-29,4,Ptx Volume Iv - Classics,4
Joey Bada$$,2017-04-29,5,All-Amerikkkan Bada$$,5
Bruno Mars,2017-04-29,6,24K Magic,2
Soundtrack,2017-04-29,7,Moana,2
Kodak Black,2017-04-29,8,Painting Pictures,3
Future,2017-04-29,9,Future,1
Father John Misty,2017-04-29,10,Pure Comedy,10
Soundtrack,2017-04-29,11,Beauty And The Beast (2017),3
Migos,2017-04-29,12,Culture,1
The Weeknd,2017-04-29,13,Starboy,1
Khalid,2017-04-29,14,American Teen,9
Post Malone,2017-04-29,15,Stoney,6
Metallica,2017-04-29,16,Hardwired...To Self-Destruct,1
Soundtrack,2017-04-29,17,Trolls,3
Original Broadway Cast Recording,2017-04-29,18,Hamilton: An American Musical,3
Big Sean,2017-04-29,19,I Decided,1
Future,2017-04-29,20,HNDRXX,1
Bethel Music,2017-04-29,21,Star-light: Recorded Live On Tour,21
Drake,2017-04-29,22,Views,1
Keith Urban,2017-04-29,23,Ripcord,4
Various Artists,2017-04-29,24,"The Rca-list, Volume 4",10
Rick Ross,2017-04-29,25,Rather You Than Me,3
Travis Scott,2017-04-29,26,Birds In The Trap Sing McKnight,1
Twenty One Pilots,2017-04-29,27,Blurryface,1
Tech N9ne,2017-04-29,28,Dominion,28
Rihanna,2017-04-29,29,ANTI,1
Trey Songz,2017-04-29,30,Tremaine,3
Miranda Lambert,2017-04-29,31,The Weight Of These Wings,3
The Maine,2017-04-29,32,Lovely Little Lonely,32
Soundtrack,2017-04-29,33,Sing,8
Falling In Reverse,2017-04-29,34,Coming Home,34
The New Pornographers,2017-04-29,35,Whiteout Conditions,35
Chance The Rapper,2017-04-29,36,Coloring Book,8
The Chainsmokers,2017-04-29,37,Collage,6
Chris Stapleton,2017-04-29,38,Traveller,1
Panic! At The Disco,2017-04-29,39,Death Of A Bachelor,1
Florida Georgia Line,2017-04-29,40,Dig Your Roots,2
Adele,2017-04-29,41,25,1
Mercyme,2017-04-29,42,Lifer,10
Rae Sremmurd,2017-04-29,43,Sremmlife 2,4
Tee Grizzley,2017-04-29,44,My Moment,44
J. Cole,2017-04-29,45,4 Your Eyez Only,1
Kendrick Lamar,2017-04-29,46,"Good Kid, M.A.A.D City",2
Ariana Grande,2017-04-29,47,Dangerous Woman,2
YFN Lucci,2017-04-29,48,Long Live Nut,27
Brett Young,2017-04-29,49,Brett Young,18
Joey Feek,2017-04-29,50,If Not For You,50
James Arthur,2017-04-29,51,Back From The Edge,39
Future Islands,2017-04-29,52,The Far Field,52
Zara Larsson,2017-04-29,53,So Good,26
Sam Hunt,2017-04-29,54,Montevallo,3
Childish Gambino,2017-04-29,55,"Awaken, My Love!",5
Thomas Rhett,2017-04-29,56,Tangled Up,6
Ed Sheeran,2017-04-29,57,X,1
Various Artists,2017-04-29,58,Epic Lit,27
Various Artists,2017-04-29,59,Now 61,5
The Weeknd,2017-04-29,60,Beauty Behind The Madness,1
Soundtrack,2017-04-29,61,Suicide Squad - The Album,1
Soundtrack,2017-04-29,62,La La Land,2
Reba McEntire,2017-04-29,63,Sing It Now: Songs Of Faith & Hope,4
Kanye West,2017-04-29,64,The Life Of Pablo,1
The Lacs,2017-04-29,65,American Rebelution,65
Lady GaGa,2017-04-29,66,Joanne,1
Soundtrack,2017-04-29,67,Fifty Shades Darker,1
Soundtrack,2017-04-29,68,Big Little Lies: Music From The Hbo Limited Series,23
Cold War Kids,2017-04-29,69,La Divine,69
Bryson Tiller,2017-04-29,70,T R A P S O U L,8
Michael Jackson,2017-04-29,71,The Essential Michael Jackson,46
Luke Bryan,2017-04-29,72,Kill The Lights,1
Young Dolph,2017-04-29,73,Bulletproof,36
J. Cole,2017-04-29,74,2014 Forest Hills Drive,1
Jon Pardi,2017-04-29,75,California Sunrise,11
Drake,2017-04-29,76,Take Care,1
Lil Uzi Vert,2017-04-29,77,Lil Uzi Vert Vs. The World,37
Brantley Gilbert,2017-04-29,78,The Devil Don't Sleep,2
Mastodon,2017-04-29,79,Emperor Of Sand,7
Shawn Mendes,2017-04-29,80,Illuminate,1
21 Savage,2017-04-29,81,Savage Mode,23
6Lack,2017-04-29,82,Free 6lack,54
Beyoncé,2017-04-29,83,Lemonade,1
Jason Aldean,2017-04-29,84,They Don't Know,1
Twenty One Pilots,2017-04-29,85,Vessel,21
NAV,2017-04-29,86,Nav,24
Justin Bieber,2017-04-29,87,Purpose,1
Halsey,2017-04-29,88,Badlands,2
Kehlani,2017-04-29,89,SweetSexySavage,3
Marian Hill,2017-04-29,90,Act One,42
Little Big Town,2017-04-29,91,The Breaker,4
Kevin Gates,2017-04-29,92,Islah,2
Eminem,2017-04-29,93,The Eminem Show,12
PnB Rock,2017-04-29,94,Gttm: Goin Thru The Motions,28
2pac,2017-04-29,95,Greatest Hits,61
Journey,2017-04-29,96,Greatest Hits,18
Drake,2017-04-29,97,If You're Reading This It's Too Late,1
Bob Marley,2017-04-29,98,Legend: The Best Of Bob Marley And The Wailers,5
Sia,2017-04-29,99,This Is Acting,4
Future,2017-04-29,100,DS2,1
Migos,2018-02-10,1,Culture Ii,1
Soundtrack,2018-02-10,2,The Greatest Showman,1
Above and Beyond,2018-02-10,3,Common Ground,3
Bruno Mars,2018-02-10,4,24K Magic,2
Ed Sheeran,2018-02-10,5,Divide,1
Kendrick Lamar,2018-02-10,6,DAMN.,1
Camila Cabello,2018-02-10,7,Camila,1
Post Malone,2018-02-10,8,Stoney,4
Khalid,2018-02-10,9,American Teen,4
Imagine Dragons,2018-02-10,10,Evolve,2
G-Eazy,2018-02-10,11,The Beautiful And Damned,3
Lil Uzi Vert,2018-02-10,12,Luv Is Rage 2,1
Taylor Swift,2018-02-10,13,Reputation,1
SZA,2018-02-10,14,Ctrl,3
Lil Skies,2018-02-10,15,Life Of A Dark Rose,10
Eminem,2018-02-10,16,Revival,1
Sam Smith,2018-02-10,17,The Thrill Of It All,1
Chris Stapleton,2018-02-10,18,From A Room - Volume 2,2
Kodak Black,2018-02-10,19,Project Baby Two,2
Various Artists,2018-02-10,20,2018 Grammy Nominees,20
NF,2018-02-10,21,Perception,1
P!nk,2018-02-10,22,Beautiful Trauma,1
Chris Brown,2018-02-10,23,Heartbreak On A Full Moon,3
Chris Stapleton,2018-02-10,24,Traveller,1
Drake,2018-02-10,25,More Life,1
Original Broadway Cast Recording,2018-02-10,26,Hamilton: An American Musical,3
Grateful Dead,2018-02-10,27,"Dave's Picks, Volume 25: Broome County Veterans Memorial Arena, Binghamton",27
Chris Stapleton,2018-02-10,28,From A Room: Volume 1,2
Kane Brown,2018-02-10,29,Kane Brown,5
Fall Out Boy,2018-02-10,30,M A N I A,1
Demi Lovato,2018-02-10,31,Tell Me You Love Me,3
Huncho Jack,2018-02-10,32,"Huncho Jack, Jack Huncho",9
Maroon 5,2018-02-10,33,Red Pill Blues,2
21 Savage,2018-02-10,34,Without Warning,4
Dua Lipa,2018-02-10,35,Dua Lipa,32
Elton John,2018-02-10,36,Diamonds,23
Xxxtentacion,2018-02-10,37,17,2
Childish Gambino,2018-02-10,38,"Awaken, My Love!",5
Migos,2018-02-10,39,Culture,1
Thomas Rhett,2018-02-10,40,Life Changes,1
Drake,2018-02-10,41,Views,1
Halsey,2018-02-10,42,Hopeless Fountain Kingdom,1
Various Artists,2018-02-10,43,"Quality Control: Control The Streets, Volume 1",5
The Weeknd,2018-02-10,44,Starboy,1
Ke$ha,2018-02-10,45,Rainbow,1
Kidz Bop Kids,2018-02-10,46,Kidz Bop 3,6
Drake,2018-02-10,47,Take Care,1
Soundtrack,2018-02-10,48,Moana,2
Ed Sheeran,2018-02-10,49,X,1
Lil Pump,2018-02-10,50,Lil Pump,3
Ozuna,2018-02-10,51,Odisea,22
A Boogie Wit Da Hoodie,2018-02-10,52,The Bigger Artist,4
Cory Asbury,2018-02-10,53,Reckless Love,53
Luke Bryan,2018-02-10,54,What Makes You Country,1
Miguel,2018-02-10,55,War And Leisure,9
Logic,2018-02-10,56,Everybody,1
Luke Combs,2018-02-10,57,This One's For You,5
Kenny Chesney,2018-02-10,58,Live In No Shoes Nation,1
Bebe Rexha,2018-02-10,59,"All Your Fault, Pt. 2",45
A$AP Ferg,2018-02-10,60,Still Striving,12
Eminem,2018-02-10,61,Curtain Call: The Hits,1
Five Finger Death Punch,2018-02-10,62,A Decade Of Destruction,29
Beth Hart,2018-02-10,63,Black Coffee,63
Russ,2018-02-10,64,There's Really A Wolf,7
Machine Head,2018-02-10,65,Catharsis,65
Lanco,2018-02-10,66,Hallelujah Nights,20
BTS,2018-02-10,67,Love Yourself: 'Her',7
Travis Scott,2018-02-10,68,Birds In The Trap Sing McKnight,1
Sam Smith,2018-02-10,69,In The Lonely Hour,2
Gucci Mane,2018-02-10,70,Mr. Davis,2
21 Savage,2018-02-10,71,Issa Album,2
Trippie Redd,2018-02-10,72,A Love Letter To You,64
Imagine Dragons,2018-02-10,73,Night Visions,2
Brett Young,2018-02-10,74,Brett Young,18
Soundtrack,2018-02-10,75,Trolls,3
Neil Diamond,2018-02-10,76,All-time Greatest Hits,15
Soundtrack,2018-02-10,77,The Fate Of The Furious: The Album,10
Kendrick Lamar,2018-02-10,78,"Good Kid, M.A.A.D City",2
Katy Perry,2018-02-10,79,Witness,1
H.e.r.,2018-02-10,80,H.e.r.,78
The Weeknd,2018-02-10,81,Beauty Behind The Madness,1
Rihanna,2018-02-10,82,ANTI,1
YoungBoy Never Broke Again,2018-02-10,83,Ai Youngboy,24
Jay-Z,2018-02-10,84,4:44,1
Tyler,2018-02-10,85,Flower Boy,21
Tom Petty,2018-02-10,86,Greatest Hits,2
Portugal. The Man,2018-02-10,87,Woodstock,32
2pac,2018-02-10,88,Greatest Hits,31
Big Sean,2018-02-10,89,Double Or Nothing,6
Twenty One Pilots,2018-02-10,90,Blurryface,1
Lorde,2018-02-10,91,Melodrama,1
Bruno Mars,2018-02-10,92,Doo-wops & Hooligans,3
J. Cole,2018-02-10,93,2014 Forest Hills Drive,1
Macklemore,2018-02-10,94,Gemini,2
Queen,2018-02-10,95,Greatest Hits I Ii & Iii: The Platinum Collection,58
Bruno Mars,2018-02-10,96,Unorthodox Jukebox,1
DJ Khaled,2018-02-10,97,Grateful,1
Waterparks,2018-02-10,98,Entertainment,98
Jhené Aiko,2018-02-10,99,Trip,5
Taylor Swift,2018-02-10,100,1989,1
Fall Out Boy,2018-02-03,1,M A N I A,1
Soundtrack,2018-02-03,2,The Greatest Showman,1
Ed Sheeran,2018-02-03,3,Divide,1
Camila Cabello,2018-02-03,4,Camila,1
Post Malone,2018-02-03,5,Stoney,4
Kendrick Lamar,2018-02-03,6,DAMN.,1
G-Eazy,2018-02-03,7,The Beautiful And Damned,3
Lil Uzi Vert,2018-02-03,8,Luv Is Rage 2,1
Taylor Swift,2018-02-03,9,Reputation,1
Bruno Mars,2018-02-03,10,24K Magic,2
Sam Smith,2018-02-03,11,The Thrill Of It All,1
Lil Skies,2018-02-03,12,Life Of A Dark Rose,10
Imagine Dragons,2018-02-03,13,Evolve,2
Eminem,2018-02-03,14,Revival,1
Khalid,2018-02-03,15,American Teen,4
Kidz Bop Kids,2018-02-03,16,Kidz Bop 3,6
Huncho Jack,2018-02-03,17,"Huncho Jack, Jack Huncho",9
Kodak Black,2018-02-03,18,Project Baby Two,2
Chris Brown,2018-02-03,19,Heartbreak On A Full Moon,3
Lanco,2018-02-03,20,Hallelujah Nights,20
Drake,2018-02-03,21,More Life,1
SZA,2018-02-03,22,Ctrl,3
NF,2018-02-03,23,Perception,1
Original Broadway Cast Recording,2018-02-03,24,Hamilton: An American Musical,3
Various Artists,2018-02-03,25,"Quality Control: Control The Streets, Volume 1",5
21 Savage,2018-02-03,26,Without Warning,4
Demi Lovato,2018-02-03,27,Tell Me You Love Me,3
Kane Brown,2018-02-03,28,Kane Brown,5
Black Label Society,2018-02-03,29,Grimmest Hits,29
Xxxtentacion,2018-02-03,30,17,2
Halsey,2018-02-03,31,Hopeless Fountain Kingdom,1
Various Artists,2018-02-03,32,2018 Grammy Nominees,22
Dua Lipa,2018-02-03,33,Dua Lipa,32
Eden,2018-02-03,34,Vertigo,34
Maroon 5,2018-02-03,35,Red Pill Blues,2
Thomas Rhett,2018-02-03,36,Life Changes,1
Drake,2018-02-03,37,Views,1
Migos,2018-02-03,38,Culture,1
Def Leppard,2018-02-03,39,Hysteria,39
Lil Pump,2018-02-03,40,Lil Pump,3
The Weeknd,2018-02-03,41,Starboy,1
Drake,2018-02-03,42,Take Care,1
P!nk,2018-02-03,43,Beautiful Trauma,1
A Boogie Wit Da Hoodie,2018-02-03,44,The Bigger Artist,4
Chris Stapleton,2018-02-03,45,Traveller,1
Soundtrack,2018-02-03,46,Moana,2
First Aid Kit,2018-02-03,47,Ruins,47
Of Mice and Men,2018-02-03,48,Defy,48
Miguel,2018-02-03,49,War And Leisure,9
Devin Dawson,2018-02-03,50,Dark Horse,50
A$AP Ferg,2018-02-03,51,Still Striving,12
Ed Sheeran,2018-02-03,52,X,1
Bebe Rexha,2018-02-03,53,"All Your Fault, Pt. 2",45
Luke Bryan,2018-02-03,54,What Makes You Country,1
Chris Stapleton,2018-02-03,55,From A Room - Volume 2,2
Gucci Mane,2018-02-03,56,Mr. Davis,2
Eminem,2018-02-03,57,Curtain Call: The Hits,1
Russ,2018-02-03,58,There's Really A Wolf,7
Ozuna,2018-02-03,59,Odisea,22
Travis Scott,2018-02-03,60,Birds In The Trap Sing McKnight,1
Dave East,2018-02-03,61,P2,61
21 Savage,2018-02-03,62,Issa Album,2
Imagine Dragons,2018-02-03,63,Night Visions,2
Trippie Redd,2018-02-03,64,A Love Letter To You,64
Luke Combs,2018-02-03,65,This One's For You,5
Sam Smith,2018-02-03,66,In The Lonely Hour,2
Big Sean,2018-02-03,67,Double Or Nothing,6
The Weeknd,2018-02-03,68,Beauty Behind The Madness,1
Soundtrack,2018-02-03,69,The Fate Of The Furious: The Album,10
Rend Collective,2018-02-03,70,Good News,70
Brett Young,2018-02-03,71,Brett Young,18
Five Finger Death Punch,2018-02-03,72,A Decade Of Destruction,29
Logic,2018-02-03,73,Everybody,1
Chris Stapleton,2018-02-03,74,From A Room: Volume 1,2
Elton John,2018-02-03,75,Diamonds,23
Soundtrack,2018-02-03,76,Trolls,3
YoungBoy Never Broke Again,2018-02-03,77,Ai Youngboy,24
Tom Petty,2018-02-03,78,Greatest Hits,2
Def Leppard,2018-02-03,79,Vault: Greatest Hits 1980-1995,79
H.e.r.,2018-02-03,80,H.e.r.,78
The Cranberries,2018-02-03,81,Stars The Best Of 1992-2002,16
Macklemore,2018-02-03,82,Gemini,2
Kendrick Lamar,2018-02-03,83,"Good Kid, M.A.A.D City",2
Rihanna,2018-02-03,84,ANTI,1
Twenty One Pilots,2018-02-03,85,Blurryface,1
Neil Diamond,2018-02-03,86,All-time Greatest Hits,15
The Chainsmokers,2018-02-03,87,Memories... Do Not Open,1
Portugal. The Man,2018-02-03,88,Woodstock,32
Tyler,2018-02-03,89,Flower Boy,21
BTS,2018-02-03,90,Love Yourself: 'Her',7
Chance The Rapper,2018-02-03,91,Coloring Book,8
J. Cole,2018-02-03,92,2014 Forest Hills Drive,1
Niall Horan,2018-02-03,93,Flicker,1
Shawn Mendes,2018-02-03,94,Illuminate,1
Taylor Swift,2018-02-03,95,1989,1
2 Chainz,2018-02-03,96,Pretty Girls Like Trap Music,2
Queen,2018-02-03,97,Greatest Hits I Ii & Iii: The Platinum Collection,58
Bryson Tiller,2018-02-03,98,T R A P S O U L,8
Future,2018-02-03,99,Future,1
Drake,2018-02-03,100,Nothing Was The Same,1
Camila Cabello,2018-01-27,1,Camila,1
Soundtrack,2018-01-27,2,The Greatest Showman,1
Ed Sheeran,2018-01-27,3,Divide,1
Post Malone,2018-01-27,4,Stoney,4
Taylor Swift,2018-01-27,5,Reputation,1
G-Eazy,2018-01-27,6,The Beautiful And Damned,3
Kendrick Lamar,2018-01-27,7,DAMN.,1
Eminem,2018-01-27,8,Revival,1
Lil Uzi Vert,2018-01-27,9,Luv Is Rage 2,1
Lil Skies,2018-01-27,10,Life Of A Dark Rose,10
Bruno Mars,2018-01-27,11,24K Magic,2
Huncho Jack,2018-01-27,12,"Huncho Jack, Jack Huncho",9
Imagine Dragons,2018-01-27,13,Evolve,2
Black Veil Brides,2018-01-27,14,Vale,14
Khalid,2018-01-27,15,American Teen,4
The Cranberries,2018-01-27,16,Stars The Best Of 1992-2002,16
Sam Smith,2018-01-27,17,The Thrill Of It All,1
Demi Lovato,2018-01-27,18,Tell Me You Love Me,3
Kodak Black,2018-01-27,19,Project Baby Two,2
Chris Brown,2018-01-27,20,Heartbreak On A Full Moon,3
SZA,2018-01-27,21,Ctrl,3
Various Artists,2018-01-27,22,2018 Grammy Nominees,22
Various Artists,2018-01-27,23,"Quality Control: Control The Streets, Volume 1",5
Original Broadway Cast Recording,2018-01-27,24,Hamilton: An American Musical,3
21 Savage,2018-01-27,25,Without Warning,4
Drake,2018-01-27,26,More Life,1
NF,2018-01-27,27,Perception,1
Halsey,2018-01-27,28,Hopeless Fountain Kingdom,1
Xxxtentacion,2018-01-27,29,17,2
Diana Ross,2018-01-27,30,Diamond Diana: The Legacy Collection,30
Kane Brown,2018-01-27,31,Kane Brown,5
Dua Lipa,2018-01-27,32,Dua Lipa,32
Lil Pump,2018-01-27,33,Lil Pump,3
Thomas Rhett,2018-01-27,34,Life Changes,1
The Weeknd,2018-01-27,35,Starboy,1
Migos,2018-01-27,36,Culture,1
Maroon 5,2018-01-27,37,Red Pill Blues,2
A Boogie Wit Da Hoodie,2018-01-27,38,The Bigger Artist,4
P!nk,2018-01-27,39,Beautiful Trauma,1
Soundtrack,2018-01-27,40,Moana,2
Drake,2018-01-27,41,Views,1
Joe Satriani,2018-01-27,42,What Happens Next,42
Chris Stapleton,2018-01-27,43,Traveller,1
Miguel,2018-01-27,44,War And Leisure,9
A$AP Ferg,2018-01-27,45,Still Striving,12
Chris Stapleton,2018-01-27,46,From A Room - Volume 2,2
Ed Sheeran,2018-01-27,47,X,1
Anderson East,2018-01-27,48,Encore,48
Borns,2018-01-27,49,Blue Madonna,49
Bebe Rexha,2018-01-27,50,"All Your Fault, Pt. 2",45
Eminem,2018-01-27,51,Curtain Call: The Hits,1
21 Savage,2018-01-27,52,Issa Album,2
Travis Scott,2018-01-27,53,Birds In The Trap Sing McKnight,1
Gucci Mane,2018-01-27,54,Mr. Davis,2
Russ,2018-01-27,55,There's Really A Wolf,7
Ozuna,2018-01-27,56,Odisea,22
Luke Bryan,2018-01-27,57,What Makes You Country,1
Big Sean,2018-01-27,58,Double Or Nothing,6
Drake,2018-01-27,59,Take Care,1
Chris Young,2018-01-27,60,Losing Sleep,5
Five Finger Death Punch,2018-01-27,61,A Decade Of Destruction,29
Brett Young,2018-01-27,62,Brett Young,18
Soundtrack,2018-01-27,63,The Fate Of The Furious: The Album,10
Trippie Redd,2018-01-27,64,A Love Letter To You,64
Logic,2018-01-27,65,Everybody,1
Soundtrack,2018-01-27,66,Trolls,3
Corrosion Of Conformity,2018-01-27,67,No Cross No Crown,67
Chris Stapleton,2018-01-27,68,From A Room: Volume 1,2
Macklemore,2018-01-27,69,Gemini,2
Luke Combs,2018-01-27,70,This One's For You,5
Niall Horan,2018-01-27,71,Flicker,1
Sam Smith,2018-01-27,72,In The Lonely Hour,2
Kendrick Lamar,2018-01-27,73,"Good Kid, M.A.A.D City",2
Portugal. The Man,2018-01-27,74,Woodstock,32
YoungBoy Never Broke Again,2018-01-27,75,Ai Youngboy,24
Imagine Dragons,2018-01-27,76,Night Visions,2
Twenty One Pilots,2018-01-27,77,Blurryface,1
Dave East,2018-01-27,78,P2,78
H.e.r.,2018-01-27,79,H.e.r.,78
Taylor Swift,2018-01-27,80,1989,1
Tom Petty,2018-01-27,81,Greatest Hits,2
BTS,2018-01-27,82,Love Yourself: 'Her',7
Shawn Mendes,2018-01-27,83,Illuminate,1
Rihanna,2018-01-27,84,ANTI,1
The Chainsmokers,2018-01-27,85,Memories... Do Not Open,1
Alan Jackson,2018-01-27,86,Precious Memories Collection,33
PnB Rock,2018-01-27,87,Catch These Vibes,17
Queen,2018-01-27,88,Greatest Hits I Ii & Iii: The Platinum Collection,58
Elton John,2018-01-27,89,Diamonds,23
J. Cole,2018-01-27,90,2014 Forest Hills Drive,1
Chance The Rapper,2018-01-27,91,Coloring Book,8
The Weeknd,2018-01-27,92,Beauty Behind The Madness,1
Future,2018-01-27,93,Future,1
2 Chainz,2018-01-27,94,Pretty Girls Like Trap Music,2
Soundtrack,2018-01-27,95,Bright: The Album,48
Bryson Tiller,2018-01-27,96,T R A P S O U L,8
Soundtrack,2018-01-27,97,Pitch Perfect 3,20
N*E*R*D,2018-01-27,98,No One Ever Really Dies,31
Various Artists,2018-01-27,99,Now 64,12
Lil Peep,2018-01-27,100,"Come Over When Yoùre Sober, Pt. 1",38
Soundtrack,2018-01-20,1,The Greatest Showman,1
Ed Sheeran,2018-01-20,2,Divide,1
G-Eazy,2018-01-20,3,The Beautiful And Damned,3
Bruno Mars,2018-01-20,4,24K Magic,2
Post Malone,2018-01-20,5,Stoney,4
Taylor Swift,2018-01-20,6,Reputation,1
Eminem,2018-01-20,7,Revival,1
Kendrick Lamar,2018-01-20,8,DAMN.,1
Huncho Jack,2018-01-20,9,"Huncho Jack, Jack Huncho",9
Sam Smith,2018-01-20,10,The Thrill Of It All,1
Lil Uzi Vert,2018-01-20,11,Luv Is Rage 2,1
Imagine Dragons,2018-01-20,12,Evolve,2
Khalid,2018-01-20,13,American Teen,4
Chris Brown,2018-01-20,14,Heartbreak On A Full Moon,3
Kodak Black,2018-01-20,15,Project Baby Two,2
Demi Lovato,2018-01-20,16,Tell Me You Love Me,3
Various Artists,2018-01-20,17,"Quality Control: Control The Streets, Volume 1",5
SZA,2018-01-20,18,Ctrl,3
21 Savage,2018-01-20,19,Without Warning,4
NF,2018-01-20,20,Perception,1
Original Broadway Cast Recording,2018-01-20,21,Hamilton: An American Musical,3
Drake,2018-01-20,22,More Life,1
Lil Skies,2018-01-20,23,Life Of A Dark Rose,23
P!nk,2018-01-20,24,Beautiful Trauma,1
Lil Pump,2018-01-20,25,Lil Pump,3
Halsey,2018-01-20,26,Hopeless Fountain Kingdom,1
Kane Brown,2018-01-20,27,Kane Brown,5
Xxxtentacion,2018-01-20,28,17,2
Thomas Rhett,2018-01-20,29,Life Changes,1
The Weeknd,2018-01-20,30,Starboy,1
Maroon 5,2018-01-20,31,Red Pill Blues,2
Migos,2018-01-20,32,Culture,1
Chris Stapleton,2018-01-20,33,From A Room - Volume 2,2
A Boogie Wit Da Hoodie,2018-01-20,34,The Bigger Artist,4
Dua Lipa,2018-01-20,35,Dua Lipa,35
Miguel,2018-01-20,36,War And Leisure,9
Soundtrack,2018-01-20,37,Moana,2
Drake,2018-01-20,38,Views,1
Chris Stapleton,2018-01-20,39,Traveller,1
Big Sean,2018-01-20,40,Double Or Nothing,6
A$AP Ferg,2018-01-20,41,Still Striving,12
Soundtrack,2018-01-20,42,Pitch Perfect 3,20
Ed Sheeran,2018-01-20,43,X,1
Travis Scott,2018-01-20,44,Birds In The Trap Sing McKnight,1
Bebe Rexha,2018-01-20,45,"All Your Fault, Pt. 2",45
Luke Bryan,2018-01-20,46,What Makes You Country,1
Eminem,2018-01-20,47,Curtain Call: The Hits,1
Gucci Mane,2018-01-20,48,Mr. Davis,2
21 Savage,2018-01-20,49,Issa Album,2
Alan Jackson,2018-01-20,50,Precious Memories Collection,33
Michael Jackson,2018-01-20,51,The Essential Michael Jackson,46
Russ,2018-01-20,52,There's Really A Wolf,7
Five Finger Death Punch,2018-01-20,53,A Decade Of Destruction,29
Tom Petty,2018-01-20,54,Greatest Hits,2
Ozuna,2018-01-20,55,Odisea,22
Niall Horan,2018-01-20,56,Flicker,1
Drake,2018-01-20,57,Take Care,1
Logic,2018-01-20,58,Everybody,1
Soundtrack,2018-01-20,59,The Fate Of The Furious: The Album,10
Macklemore,2018-01-20,60,Gemini,2
Soundtrack,2018-01-20,61,Bright: The Album,48
Portugal. The Man,2018-01-20,62,Woodstock,32
Brett Young,2018-01-20,63,Brett Young,18
Kendrick Lamar,2018-01-20,64,"Good Kid, M.A.A.D City",2
Sam Smith,2018-01-20,65,In The Lonely Hour,2
Kenny Chesney,2018-01-20,66,Live In No Shoes Nation,1
Soundtrack,2018-01-20,67,Trolls,3
Twenty One Pilots,2018-01-20,68,Blurryface,1
Chris Stapleton,2018-01-20,69,From A Room: Volume 1,2
Elton John,2018-01-20,70,Diamonds,23
Luke Combs,2018-01-20,71,This One's For You,5
Imagine Dragons,2018-01-20,72,Night Visions,2
Trippie Redd,2018-01-20,73,A Love Letter To You,73
Shawn Mendes,2018-01-20,74,Illuminate,1
BTS,2018-01-20,75,Love Yourself: 'Her',7
YoungBoy Never Broke Again,2018-01-20,76,Ai Youngboy,24
Taylor Swift,2018-01-20,77,1989,1
H.e.r.,2018-01-20,78,H.e.r.,78
PnB Rock,2018-01-20,79,Catch These Vibes,17
The Chainsmokers,2018-01-20,80,Memories... Do Not Open,1
Rihanna,2018-01-20,81,ANTI,1
N*E*R*D,2018-01-20,82,No One Ever Really Dies,31
J. Cole,2018-01-20,83,2014 Forest Hills Drive,1
2 Chainz,2018-01-20,84,Pretty Girls Like Trap Music,2
The Weeknd,2018-01-20,85,Beauty Behind The Madness,1
Chance The Rapper,2018-01-20,86,Coloring Book,8
Queen,2018-01-20,87,Greatest Hits I Ii & Iii: The Platinum Collection,58
DJ Khaled,2018-01-20,88,Grateful,1
Bryson Tiller,2018-01-20,89,T R A P S O U L,8
Panic! At The Disco,2018-01-20,90,Death Of A Bachelor,1
2pac,2018-01-20,91,Greatest Hits,31
Led Zeppelin,2018-01-20,92,Mothership,7
Bob Marley,2018-01-20,93,Legend: The Best Of Bob Marley And The Wailers,5
Playboi Carti,2018-01-20,94,Playboi Carti,12
Future,2018-01-20,95,Future,1
Kelly Clarkson,2018-01-20,96,Meaning Of Life,2
Ke$ha,2018-01-20,97,Rainbow,1
Journey,2018-01-20,98,Greatest Hits,18
Various Artists,2018-01-20,99,Now 64,12
Blackbear,2018-01-20,100,Digital Druglord,14
Soundtrack,2018-01-13,1,The Greatest Showman,1
Ed Sheeran,2018-01-13,2,Divide,1
Taylor Swift,2018-01-13,3,Reputation,1
G-Eazy,2018-01-13,4,The Beautiful And Damned,3
Kendrick Lamar,2018-01-13,5,DAMN.,1
Eminem,2018-01-13,6,Revival,1
Imagine Dragons,2018-01-13,7,Evolve,2
Post Malone,2018-01-13,8,Stoney,4
Huncho Jack,2018-01-13,9,"Huncho Jack, Jack Huncho",9
Khalid,2018-01-13,10,American Teen,4
Lil Uzi Vert,2018-01-13,11,Luv Is Rage 2,1
Sam Smith,2018-01-13,12,The Thrill Of It All,1
Demi Lovato,2018-01-13,13,Tell Me You Love Me,3
