artist,date,rank,title,weeks
Cardi B,2017-11-25,3,Bodak Yellow (Money Moves),1
Sam Smith,2017-11-25,4,Too Good At Goodbyes,4
Imagine Dragons,2017-11-25,5,Thunder,5
Logic,2017-11-25,6,1-800-273-8255,3
Portugal. The Man,2017-11-25,7,Feel It Still,4
Ed Sheeran,2017-11-25,8,Perfect,8
Maroon 5,2017-11-25,9,What Lovers Do,9
J. Balvin,2017-11-25,10,Mi Gente,3
Demi Lovato,2017-11-25,11,Sorry Not Sorry,6
Lil Pump,2017-11-25,12,Gucci Gang,7
G-Eazy,2017-11-25,13,No Limit,13
Gucci Mane,2017-11-25,14,I Get The Bag,11
21 Savage,2017-11-25,15,Bank Account,12
French Montana,2017-11-25,16,Unforgettable,3
P!nk,2017-11-25,17,What About Us,13
Luis Fonsi,2017-11-25,18,Despacito,1
Charlie Puth,2017-11-25,19,Attention,5
Halsey,2017-11-25,20,Bad At Love,20
Dua Lipa,2017-11-25,21,New Rules,21
Yo Gotti,2017-11-25,22,Rake It Up,8
Migos,2017-11-25,23,Motor Sport,14
Imagine Dragons,2017-11-25,24,Believer,4
Khalid,2017-11-25,25,Young Dumb & Broke,25
Ed Sheeran,2017-11-25,26,Shape Of You,1
Taylor Swift,2017-11-25,27,Call It What You Want,27
Ke$ha,2017-11-25,28,Praying,22
Post Malone,2017-11-25,29,I Fall Apart,28
Taylor Swift,2017-11-25,30,...Ready For It?,4
Lil Uzi Vert,2017-11-25,31,The Way Life Goes,31
Liam Payne,2017-11-25,32,Strip That Down,10
Shawn Mendes,2017-11-25,33,There's Nothing Holdin' Me Back,6
Niall Horan,2017-11-25,34,Slow Hands,11
21 Savage,2017-11-25,35,Ghostface Killers,35
Bruno Mars,2017-11-25,36,That's What I Like,1
Taylor Swift,2017-11-25,37,Look What You Made Me Do,1
Luke Combs,2017-11-25,38,When It Rains It Pours,33
Kane Brown,2017-11-25,39,What Ifs,26
Post Malone,2017-11-25,40,Congratulations,8
Blackbear,2017-11-25,41,Do Re Mi,40
The Chainsmokers,2017-11-25,42,Something Just Like This,3
SZA,2017-11-25,43,The Weekend,43
Charlie Puth,2017-11-25,44,How Long,44
Lil Uzi Vert,2017-11-25,45,XO Tour Llif3,7
Kendrick Lamar,2017-11-25,46,Humble.,1
Chris Brown,2017-11-25,47,Pills And Automobiles,47
DJ Khaled,2017-11-25,48,Wild Thoughts,2
Sam Hunt,2017-11-25,49,Body Like A Back Road,6
Offset,2017-11-25,50,Ric Flair Drip,50
Goldlink,2017-11-25,51,Crew,45
Lanco,2017-11-25,52,Greatest Love Story,51
Thomas Rhett,2017-11-25,53,Unforgettable,47
Marshmello,2017-11-25,54,Silence,42
Selena Gomez,2017-11-25,55,Wolves,35
Kodak Black,2017-11-25,56,Roll In Peace,53
Kelly Clarkson,2017-11-25,57,Love So Soft,47
Blake Shelton,2017-11-25,58,I'll Name The Dogs,58
A$AP Ferg,2017-11-25,59,Plain Jane,54
Carly Pearce,2017-11-25,60,Every Little Thing,50
NF,2017-11-25,61,Let You Down,61
Bebe Rexha,2017-11-25,62,Meant To Be,60
Luke Bryan,2017-11-25,63,Light It Up,62
21 Savage,2017-11-25,64,Rap Saved Me,64
N*E*R*D,2017-11-25,65,Lemon,65
Tay-K,2017-11-25,66,The Race,44
Brett Young,2017-11-25,67,Like I Loved You,63
Hailee Steinfeld,2017-11-25,68,Let Me Go,64
Miguel,2017-11-25,69,Sky Walker,66
Chris Young,2017-11-25,70,Losing Sleep,63
Chris Janson,2017-11-25,71,Fix A Drink,67
Macklemore,2017-11-25,72,Good Old Days,70
21 Savage,2017-11-25,73,My Choppa Hate N****s,73
Russell Dickerson,2017-11-25,74,Yours,74
Maren Morris,2017-11-25,75,I Could Use A Love Song,75
Eric Church,2017-11-25,76,Round Here Buzz,76
Xxxtentacion,2017-11-25,77,Jocelyn Flores,31
Chris Brown,2017-11-25,78,Questions,78
Ybn Nahmir,2017-11-25,79,Rubbin Off The Paint,79
Zayn,2017-11-25,80,Dusk Till Dawn,44
Post Malone,2017-11-25,81,Candy Paint,81
Sam Smith,2017-11-25,82,Pray,55
Xxxtentacion,2017-11-25,83,Fuck Love,41
Max,2017-11-25,84,Lights Down Low,84
Taylor Swift,2017-11-25,85,Gorgeous,13
Kodak Black,2017-11-25,86,Transportin',46
Young Thug,2017-11-25,87,Relationship,65
Becky G,2017-11-25,88,Mayores,83
Lil Uzi Vert,2017-11-25,89,Sauce It Up,49
Garth Brooks,2017-11-25,90,Ask Me How I Know,90
Florida Georgia Line,2017-11-25,91,Smooth,89
Chris Stapleton,2017-11-25,92,Broken Halos,92
Maroon 5,2017-11-25,93,Wait,93
Big Sean,2017-11-25,94,Pull Up N Wreck,94
Walker Hayes,2017-11-25,95,You Broke Up With Me,91
Post Malone,2017-11-25,96,Go Flex,76
Future,2017-11-25,97,Patek Water,50
Macklemore,2017-11-25,98,Glorious,49
21 Savage,2017-11-25,99,Mad Stalkers,99
Offset,2017-11-25,100,Nightmare,100
Post Malone,2017-11-18,1,Rockstar,1
Camila Cabello,2017-11-18,2,Havana,2
Cardi B,2017-11-18,3,Bodak Yellow (Money Moves),1
Logic,2017-11-18,4,1-800-273-8255,3
Imagine Dragons,2017-11-18,5,Thunder,5
Portugal. The Man,2017-11-18,6,Feel It Still,4
Lil Pump,2017-11-18,7,Gucci Gang,7
Demi Lovato,2017-11-18,8,Sorry Not Sorry,6
J. Balvin,2017-11-18,9,Mi Gente,3
Sam Smith,2017-11-18,10,Too Good At Goodbyes,5
Ed Sheeran,2017-11-18,11,Perfect,10
Maroon 5,2017-11-18,12,What Lovers Do,12
Yo Gotti,2017-11-18,13,Rake It Up,8
Migos,2017-11-18,14,Motor Sport,14
Gucci Mane,2017-11-18,15,I Get The Bag,11
21 Savage,2017-11-18,16,Bank Account,12
French Montana,2017-11-18,17,Unforgettable,3
Charlie Puth,2017-11-18,18,Attention,5
Taylor Swift,2017-11-18,19,...Ready For It?,4
Luis Fonsi,2017-11-18,20,Despacito,1
Imagine Dragons,2017-11-18,21,Believer,4
P!nk,2017-11-18,22,What About Us,13
Ed Sheeran,2017-11-18,23,Shape Of You,1
G-Eazy,2017-11-18,24,No Limit,24
Khalid,2017-11-18,25,Young Dumb & Broke,25
Dua Lipa,2017-11-18,26,New Rules,26
Halsey,2017-11-18,27,Bad At Love,27
Liam Payne,2017-11-18,28,Strip That Down,10
Post Malone,2017-11-18,29,I Fall Apart,28
Shawn Mendes,2017-11-18,30,There's Nothing Holdin' Me Back,6
Ke$ha,2017-11-18,31,Praying,22
Niall Horan,2017-11-18,32,Slow Hands,11
Bruno Mars,2017-11-18,33,That's What I Like,1
Taylor Swift,2017-11-18,34,Look What You Made Me Do,1
Selena Gomez,2017-11-18,35,Wolves,35
Kane Brown,2017-11-18,36,What Ifs,26
Luke Combs,2017-11-18,37,When It Rains It Pours,33
DJ Khaled,2017-11-18,38,Wild Thoughts,2
The Chainsmokers,2017-11-18,39,Something Just Like This,3
Post Malone,2017-11-18,40,Congratulations,8
Blackbear,2017-11-18,41,Do Re Mi,40
Kendrick Lamar,2017-11-18,42,Humble.,1
Lil Uzi Vert,2017-11-18,43,XO Tour Llif3,7
SZA,2017-11-18,44,The Weekend,44
Goldlink,2017-11-18,45,Crew,45
Charlie Puth,2017-11-18,46,How Long,46
Kelly Clarkson,2017-11-18,47,Love So Soft,47
Khalid,2017-11-18,48,Location,16
Sam Hunt,2017-11-18,49,Body Like A Back Road,6
Marshmello,2017-11-18,50,Silence,42
Chris Brown,2017-11-18,51,Pills And Automobiles,51
Thomas Rhett,2017-11-18,52,Unforgettable,47
Lanco,2017-11-18,53,Greatest Love Story,51
A$AP Ferg,2017-11-18,54,Plain Jane,54
Lil Uzi Vert,2017-11-18,55,The Way Life Goes,39
Kodak Black,2017-11-18,56,Roll In Peace,53
21 Savage,2017-11-18,57,Ghostface Killers,57
Carly Pearce,2017-11-18,58,Every Little Thing,50
Tay-K,2017-11-18,59,The Race,44
Bebe Rexha,2017-11-18,60,Meant To Be,60
NF,2017-11-18,61,Let You Down,61
Luke Bryan,2017-11-18,62,Light It Up,62
Brett Young,2017-11-18,63,Like I Loved You,63
Hailee Steinfeld,2017-11-18,64,Let Me Go,64
Blake Shelton,2017-11-18,65,I'll Name The Dogs,65
Miguel,2017-11-18,66,Sky Walker,66
Chris Janson,2017-11-18,67,Fix A Drink,67
Chris Young,2017-11-18,68,Losing Sleep,63
Taylor Swift,2017-11-18,69,Gorgeous,13
Xxxtentacion,2017-11-18,70,Jocelyn Flores,31
Offset,2017-11-18,71,Ric Flair Drip,71
Macklemore,2017-11-18,72,Good Old Days,70
Kodak Black,2017-11-18,73,Transportin',46
21 Savage,2017-11-18,74,Rap Saved Me,74
Lil Uzi Vert,2017-11-18,75,Sauce It Up,49
Russell Dickerson,2017-11-18,76,Yours,76
Future,2017-11-18,77,Patek Water,50
Zayn,2017-11-18,78,Dusk Till Dawn,44
Chris Brown,2017-11-18,79,Questions,79
Xxxtentacion,2017-11-18,80,Fuck Love,41
Maren Morris,2017-11-18,81,I Could Use A Love Song,81
Eric Church,2017-11-18,82,Round Here Buzz,82
Becky G,2017-11-18,83,Mayores,83
Max,2017-11-18,84,Lights Down Low,84
Post Malone,2017-11-18,85,Candy Paint,84
Post Malone,2017-11-18,86,Go Flex,76
Macklemore,2017-11-18,87,Glorious,49
Young Thug,2017-11-18,88,Relationship,65
Florida Georgia Line,2017-11-18,89,Smooth,89
Garth Brooks,2017-11-18,90,Ask Me How I Know,90
Walker Hayes,2017-11-18,91,You Broke Up With Me,91
Jon Pardi,2017-11-18,92,Heartache On The Dance Floor,47
Jacquees,2017-11-18,93,B.E.D.,69
21 Savage,2017-11-18,94,My Choppa Hate N****s,94
Niall Horan,2017-11-18,95,Too Much To Ask,66
Quality Control,2017-11-18,96,Too Hotty,91
Kenny Chesney,2017-11-18,97,All The Pretty Girls,63
Devin Dawson,2017-11-18,98,All On Me,98
Kip Moore,2017-11-18,99,More Girls Like You,66
Chris Brown,2017-11-18,100,High End,82
Post Malone,2017-11-11,1,Rockstar,1
Cardi B,2017-11-11,2,Bodak Yellow (Money Moves),1
Logic,2017-11-11,3,1-800-273-8255,3
Portugal. The Man,2017-11-11,4,Feel It Still,4
Imagine Dragons,2017-11-11,5,Thunder,5
Demi Lovato,2017-11-11,6,Sorry Not Sorry,6
Camila Cabello,2017-11-11,7,Havana,7
J. Balvin,2017-11-11,8,Mi Gente,3
Sam Smith,2017-11-11,9,Too Good At Goodbyes,5
Ed Sheeran,2017-11-11,10,Perfect,10
French Montana,2017-11-11,11,Unforgettable,3
Maroon 5,2017-11-11,12,What Lovers Do,12
Taylor Swift,2017-11-11,13,Gorgeous,13
Lil Pump,2017-11-11,14,Gucci Gang,14
21 Savage,2017-11-11,15,Bank Account,12
Charlie Puth,2017-11-11,16,Attention,5
Luis Fonsi,2017-11-11,17,Despacito,1
Gucci Mane,2017-11-11,18,I Get The Bag,11
Yo Gotti,2017-11-11,19,Rake It Up,8
Imagine Dragons,2017-11-11,20,Believer,4
Ed Sheeran,2017-11-11,21,Shape Of You,1
P!nk,2017-11-11,22,What About Us,13
Liam Payne,2017-11-11,23,Strip That Down,10
Niall Horan,2017-11-11,24,Slow Hands,11
Taylor Swift,2017-11-11,25,Look What You Made Me Do,1
Khalid,2017-11-11,26,Young Dumb & Broke,25
Shawn Mendes,2017-11-11,27,There's Nothing Holdin' Me Back,6
Post Malone,2017-11-11,28,I Fall Apart,28
Ke$ha,2017-11-11,29,Praying,22
G-Eazy,2017-11-11,30,No Limit,30
Halsey,2017-11-11,31,Bad At Love,31
Bruno Mars,2017-11-11,32,That's What I Like,1
Kane Brown,2017-11-11,33,What Ifs,26
Dua Lipa,2017-11-11,34,New Rules,34
DJ Khaled,2017-11-11,35,Wild Thoughts,2
Luke Combs,2017-11-11,36,When It Rains It Pours,33
The Chainsmokers,2017-11-11,37,Something Just Like This,3
Kendrick Lamar,2017-11-11,38,Humble.,1
Post Malone,2017-11-11,39,Congratulations,8
Lil Uzi Vert,2017-11-11,40,XO Tour Llif3,7
Blackbear,2017-11-11,41,Do Re Mi,40
Sam Hunt,2017-11-11,42,Body Like A Back Road,6
Khalid,2017-11-11,43,Location,16
SZA,2017-11-11,44,The Weekend,44
Goldlink,2017-11-11,45,Crew,45
Taylor Swift,2017-11-11,46,...Ready For It?,4
Marshmello,2017-11-11,47,Silence,42
SZA,2017-11-11,48,Love Galore,32
Thomas Rhett,2017-11-11,49,Unforgettable,47
Future,2017-11-11,50,Patek Water,50
Lanco,2017-11-11,51,Greatest Love Story,51
Charlie Puth,2017-11-11,52,How Long,52
Travis Scott,2017-11-11,53,Butterfly Effect,51
Chris Brown,2017-11-11,54,Pills And Automobiles,54
A$AP Ferg,2017-11-11,55,Plain Jane,55
Lil Uzi Vert,2017-11-11,56,The Way Life Goes,39
Kelly Clarkson,2017-11-11,57,Love So Soft,57
Carly Pearce,2017-11-11,58,Every Little Thing,50
Kodak Black,2017-11-11,59,Roll In Peace,53
Tay-K,2017-11-11,60,The Race,44
Bebe Rexha,2017-11-11,61,Meant To Be,61
Future,2017-11-11,62,No Cap,62
Chris Young,2017-11-11,63,Losing Sleep,63
Luke Bryan,2017-11-11,64,Light It Up,64
Xxxtentacion,2017-11-11,65,Jocelyn Flores,31
Kodak Black,2017-11-11,66,Transportin',46
Brett Young,2017-11-11,67,Like I Loved You,67
Future,2017-11-11,68,Feed Me Dope,68
Chris Janson,2017-11-11,69,Fix A Drink,69
Blake Shelton,2017-11-11,70,I'll Name The Dogs,70
Macklemore,2017-11-11,71,Glorious,49
Zayn,2017-11-11,72,Dusk Till Dawn,44
Hailee Steinfeld,2017-11-11,73,Let Me Go,73
Lil Uzi Vert,2017-11-11,74,Sauce It Up,49
NF,2017-11-11,75,Let You Down,75
Wisin,2017-11-11,76,Escapate Conmigo,63
Future,2017-11-11,77,All Da Smoke,77
Xxxtentacion,2017-11-11,78,Fuck Love,41
2 Chainz,2017-11-11,79,It's A Vibe,44
Miguel,2017-11-11,80,Sky Walker,80
Young Thug,2017-11-11,81,Relationship,65
Post Malone,2017-11-11,82,Go Flex,76
Maren Morris,2017-11-11,83,I Could Use A Love Song,83
Post Malone,2017-11-11,84,Candy Paint,84
Russell Dickerson,2017-11-11,85,Yours,84
Eric Church,2017-11-11,86,Round Here Buzz,86
Kenny Chesney,2017-11-11,87,All The Pretty Girls,63
Selena Gomez,2017-11-11,88,Wolves,88
Kip Moore,2017-11-11,89,More Girls Like You,66
Max,2017-11-11,90,Lights Down Low,90
Florida Georgia Line,2017-11-11,91,Smooth,91
Future,2017-11-11,92,4 Da Gang,92
Chris Brown,2017-11-11,93,Questions,84
Justin Bieber,2017-11-11,94,Friends,20
Jon Pardi,2017-11-11,95,Heartache On The Dance Floor,47
Niall Horan,2017-11-11,96,Too Much To Ask,66
Jacquees,2017-11-11,97,B.E.D.,69
Liam Payne,2017-11-11,98,Bedroom Floor,98
Quality Control,2017-11-11,99,Too Hotty,91
Future,2017-11-11,100,Three,100
Post Malone,2017-11-04,1,Rockstar,1
Cardi B,2017-11-04,2,Bodak Yellow (Money Moves),1
Logic,2017-11-04,3,1-800-273-8255,3
Portugal. The Man,2017-11-04,4,Feel It Still,4
Imagine Dragons,2017-11-04,5,Thunder,5
J. Balvin,2017-11-04,6,Mi Gente,3
Demi Lovato,2017-11-04,7,Sorry Not Sorry,7
Sam Smith,2017-11-04,8,Too Good At Goodbyes,5
French Montana,2017-11-04,9,Unforgettable,3
Taylor Swift,2017-11-04,10,Look What You Made Me Do,1
Gucci Mane,2017-11-04,11,I Get The Bag,11
Charlie Puth,2017-11-04,12,Attention,5
P!nk,2017-11-04,13,What About Us,13
Imagine Dragons,2017-11-04,14,Believer,4
Luis Fonsi,2017-11-04,15,Despacito,1
21 Savage,2017-11-04,16,Bank Account,12
Yo Gotti,2017-11-04,17,Rake It Up,8
Ed Sheeran,2017-11-04,18,Perfect,18
Maroon 5,2017-11-04,19,What Lovers Do,17
Camila Cabello,2017-11-04,20,Havana,20
Liam Payne,2017-11-04,21,Strip That Down,10
Ed Sheeran,2017-11-04,22,Shape Of You,1
Shawn Mendes,2017-11-04,23,There's Nothing Holdin' Me Back,6
Niall Horan,2017-11-04,24,Slow Hands,11
Khalid,2017-11-04,25,Young Dumb & Broke,25
Kane Brown,2017-11-04,26,What Ifs,26
Lil Pump,2017-11-04,27,Gucci Gang,27
Ke$ha,2017-11-04,28,Praying,22
Post Malone,2017-11-04,29,I Fall Apart,29
Bruno Mars,2017-11-04,30,That's What I Like,1
DJ Khaled,2017-11-04,31,Wild Thoughts,2
Halsey,2017-11-04,32,Bad At Love,32
Luke Combs,2017-11-04,33,When It Rains It Pours,33
Post Malone,2017-11-04,34,Congratulations,8
Kendrick Lamar,2017-11-04,35,Humble.,1
Lil Uzi Vert,2017-11-04,36,XO Tour Llif3,7
The Chainsmokers,2017-11-04,37,Something Just Like This,3
Dua Lipa,2017-11-04,38,New Rules,38
Sam Hunt,2017-11-04,39,Body Like A Back Road,6
Blackbear,2017-11-04,40,Do Re Mi,40
SZA,2017-11-04,41,Love Galore,32
G-Eazy,2017-11-04,42,No Limit,42
Khalid,2017-11-04,43,Location,16
Marshmello,2017-11-04,44,Silence,42
SZA,2017-11-04,45,The Weekend,45
James Arthur,2017-11-04,46,Say You Won't Let Go,11
Goldlink,2017-11-04,47,Crew,45
Thomas Rhett,2017-11-04,48,Unforgettable,47
Cheat Codes,2017-11-04,49,No Promises,38
Carly Pearce,2017-11-04,50,Every Little Thing,50
Travis Scott,2017-11-04,51,Butterfly Effect,51
Taylor Swift,2017-11-04,52,...Ready For It?,4
Dustin Lynch,2017-11-04,53,Small Town Boy,36
Lanco,2017-11-04,54,Greatest Love Story,54
Chris Brown,2017-11-04,55,Pills And Automobiles,55
Lil Uzi Vert,2017-11-04,56,The Way Life Goes,39
Kodak Black,2017-11-04,57,Roll In Peace,53
Tay-K,2017-11-04,58,The Race,44
Kelly Clarkson,2017-11-04,59,Love So Soft,59
Charlie Puth,2017-11-04,60,How Long,60
A$AP Ferg,2017-11-04,61,Plain Jane,61
Xxxtentacion,2017-11-04,62,Jocelyn Flores,31
Kodak Black,2017-11-04,63,Transportin',46
Macklemore,2017-11-04,64,Glorious,49
Young Thug,2017-11-04,65,Relationship,65
Kip Moore,2017-11-04,66,More Girls Like You,66
Luke Bryan,2017-11-04,67,Light It Up,67
2 Chainz,2017-11-04,68,It's A Vibe,44
Zayn,2017-11-04,69,Dusk Till Dawn,44
Blake Shelton,2017-11-04,70,I'll Name The Dogs,70
Gucci Mane,2017-11-04,71,Curve,67
Wisin,2017-11-04,72,Escapate Conmigo,63
Jon Pardi,2017-11-04,73,Heartache On The Dance Floor,47
Hailee Steinfeld,2017-11-04,74,Let Me Go,74
Xxxtentacion,2017-11-04,75,Fuck Love,41
Post Malone,2017-11-04,76,Go Flex,76
Chris Janson,2017-11-04,77,Fix A Drink,77
Brett Young,2017-11-04,78,Like I Loved You,78
Kenny Chesney,2017-11-04,79,All The Pretty Girls,63
Chris Young,2017-11-04,80,Losing Sleep,80
Lil Uzi Vert,2017-11-04,81,Sauce It Up,49
Chris Brown,2017-11-04,82,High End,82
Maren Morris,2017-11-04,83,I Could Use A Love Song,83
Russell Dickerson,2017-11-04,84,Yours,84
Miguel,2017-11-04,85,Sky Walker,85
Jacquees,2017-11-04,86,B.E.D.,69
NF,2017-11-04,87,Let You Down,87
Justin Bieber,2017-11-04,88,Friends,20
Chris Brown,2017-11-04,89,Questions,84
Max,2017-11-04,90,Lights Down Low,90
Quality Control,2017-11-04,91,Too Hotty,91
Florida Georgia Line,2017-11-04,92,Smooth,92
Eric Church,2017-11-04,93,Round Here Buzz,93
Calvin Harris,2017-11-04,94,Feels,20
Gucci Mane,2017-11-04,95,Stunting Ain't Nuthin,95
Walker Hayes,2017-11-04,96,You Broke Up With Me,96
Becky G,2017-11-04,97,Mayores,97
Garth Brooks,2017-11-04,98,Ask Me How I Know,98
Jason Aldean,2017-11-04,99,They Don't Know,67
Billy Currington,2017-11-04,100,Do I Make You Wanna,47
Post Malone,2017-10-28,1,Rockstar,1
Cardi B,2017-10-28,2,Bodak Yellow (Money Moves),1
Logic,2017-10-28,3,1-800-273-8255,3
Taylor Swift,2017-10-28,4,Look What You Made Me Do,1
Portugal. The Man,2017-10-28,5,Feel It Still,5
J. Balvin,2017-10-28,6,Mi Gente,3
Sam Smith,2017-10-28,7,Too Good At Goodbyes,5
Imagine Dragons,2017-10-28,8,Thunder,7
Demi Lovato,2017-10-28,9,Sorry Not Sorry,8
French Montana,2017-10-28,10,Unforgettable,3
Luis Fonsi,2017-10-28,11,Despacito,1
Charlie Puth,2017-10-28,12,Attention,5
Imagine Dragons,2017-10-28,13,Believer,4
21 Savage,2017-10-28,14,Bank Account,12
Yo Gotti,2017-10-28,15,Rake It Up,8
Liam Payne,2017-10-28,16,Strip That Down,10
Maroon 5,2017-10-28,17,What Lovers Do,17
Ed Sheeran,2017-10-28,18,Shape Of You,1
Shawn Mendes,2017-10-28,19,There's Nothing Holdin' Me Back,6
Lin-Manuel Miranda,2017-10-28,20,Almost Like Praying,20
Niall Horan,2017-10-28,21,Slow Hands,11
Ed Sheeran,2017-10-28,22,Perfect,22
P!nk,2017-10-28,23,What About Us,23
Gucci Mane,2017-10-28,24,I Get The Bag,22
DJ Khaled,2017-10-28,25,Wild Thoughts,2
Camila Cabello,2017-10-28,26,Havana,26
Kane Brown,2017-10-28,27,What Ifs,27
Ke$ha,2017-10-28,28,Praying,22
Khalid,2017-10-28,29,Young Dumb & Broke,25
Bruno Mars,2017-10-28,30,That's What I Like,1
Post Malone,2017-10-28,31,I Fall Apart,31
Lil Pump,2017-10-28,32,Gucci Gang,32
Kendrick Lamar,2017-10-28,33,Humble.,1
The Chainsmokers,2017-10-28,34,Something Just Like This,3
Lil Uzi Vert,2017-10-28,35,XO Tour Llif3,7
SZA,2017-10-28,36,Love Galore,32
Post Malone,2017-10-28,37,Congratulations,8
Sam Hunt,2017-10-28,38,Body Like A Back Road,6
Luke Combs,2017-10-28,39,When It Rains It Pours,39
Halsey,2017-10-28,40,Bad At Love,40
Khalid,2017-10-28,41,Location,16
James Arthur,2017-10-28,42,Say You Won't Let Go,11
Cheat Codes,2017-10-28,43,No Promises,38
Dua Lipa,2017-10-28,44,New Rules,42
Blackbear,2017-10-28,45,Do Re Mi,41
Goldlink,2017-10-28,46,Crew,45
SZA,2017-10-28,47,The Weekend,47
Kendrick Lamar,2017-10-28,48,Loyalty.,14
Thomas Rhett,2017-10-28,49,Unforgettable,47
Dustin Lynch,2017-10-28,50,Small Town Boy,36
G-Eazy,2017-10-28,51,No Limit,51
Travis Scott,2017-10-28,52,Butterfly Effect,52
Taylor Swift,2017-10-28,53,...Ready For It?,4
Marshmello,2017-10-28,54,Silence,42
Sam Smith,2017-10-28,55,Pray,55
Tay-K,2017-10-28,56,The Race,44
Lil Uzi Vert,2017-10-28,57,The Way Life Goes,39
Kodak Black,2017-10-28,58,Roll In Peace,53
Chris Brown,2017-10-28,59,Pills And Automobiles,59
Charlie Puth,2017-10-28,60,How Long,60
Lanco,2017-10-28,61,Greatest Love Story,61
Xxxtentacion,2017-10-28,62,Jocelyn Flores,31
Kodak Black,2017-10-28,63,Transportin',46
Macklemore,2017-10-28,64,Glorious,49
Carly Pearce,2017-10-28,65,Every Little Thing,65
Young Thug,2017-10-28,66,Relationship,66
Jon Pardi,2017-10-28,67,Heartache On The Dance Floor,47
2 Chainz,2017-10-28,68,It's A Vibe,44
Kenny Chesney,2017-10-28,69,All The Pretty Girls,63
Kelly Clarkson,2017-10-28,70,Love So Soft,62
Zayn,2017-10-28,71,Dusk Till Dawn,44
Kane Brown,2017-10-28,72,Heaven,72
Justin Bieber,2017-10-28,73,Friends,20
Xxxtentacion,2017-10-28,74,Fuck Love,41
Luke Bryan,2017-10-28,75,Light It Up,75
Wisin,2017-10-28,76,Escapate Conmigo,63
Kip Moore,2017-10-28,77,More Girls Like You,77
Calvin Harris,2017-10-28,78,Feels,20
Jason Aldean,2017-10-28,79,They Don't Know,67
Jacquees,2017-10-28,80,B.E.D.,69
Chris Janson,2017-10-28,81,Fix A Drink,81
Blake Shelton,2017-10-28,82,I'll Name The Dogs,73
Maren Morris,2017-10-28,83,I Could Use A Love Song,83
Brett Young,2017-10-28,84,Like I Loved You,84
Hailee Steinfeld,2017-10-28,85,Let Me Go,85
A$AP Ferg,2017-10-28,86,Plain Jane,86
Lil Uzi Vert,2017-10-28,87,Sauce It Up,49
Post Malone,2017-10-28,88,Go Flex,88
Chris Brown,2017-10-28,89,Questions,84
Miguel,2017-10-28,90,Sky Walker,90
Maren Morris,2017-10-28,91,Dear Hate,91
Chris Young,2017-10-28,92,Losing Sleep,92
A Boogie Wit Da Hoodie,2017-10-28,93,No Promises,74
A Boogie Wit Da Hoodie,2017-10-28,94,Say A',75
Max,2017-10-28,95,Lights Down Low,95
Eric Church,2017-10-28,96,Round Here Buzz,96
Quality Control,2017-10-28,97,Too Hotty,97
BTS,2017-10-28,98,DNA,67
Florida Georgia Line,2017-10-28,99,Smooth,98
Billy Currington,2017-10-28,100,Do I Make You Wanna,47
Cardi B,2017-10-21,1,Bodak Yellow (Money Moves),1
Post Malone,2017-10-21,2,Rockstar,2
J. Balvin,2017-10-21,3,Mi Gente,3
Logic,2017-10-21,4,1-800-273-8255,3
Taylor Swift,2017-10-21,5,Look What You Made Me Do,1
Portugal. The Man,2017-10-21,6,Feel It Still,6
Imagine Dragons,2017-10-21,7,Thunder,7
Demi Lovato,2017-10-21,8,Sorry Not Sorry,8
Luis Fonsi,2017-10-21,9,Despacito,1
French Montana,2017-10-21,10,Unforgettable,3
Imagine Dragons,2017-10-21,11,Believer,4
Yo Gotti,2017-10-21,12,Rake It Up,8
Sam Smith,2017-10-21,13,Too Good At Goodbyes,5
Liam Payne,2017-10-21,14,Strip That Down,10
Charlie Puth,2017-10-21,15,Attention,5
21 Savage,2017-10-21,16,Bank Account,12
Shawn Mendes,2017-10-21,17,There's Nothing Holdin' Me Back,6
Niall Horan,2017-10-21,18,Slow Hands,11
Maroon 5,2017-10-21,19,What Lovers Do,19
Ed Sheeran,2017-10-21,20,Shape Of You,1
DJ Khaled,2017-10-21,21,Wild Thoughts,2
Kendrick Lamar,2017-10-21,22,Humble.,1
Bruno Mars,2017-10-21,23,That's What I Like,1
Gucci Mane,2017-10-21,24,I Get The Bag,22
P!nk,2017-10-21,25,What About Us,25
Ke$ha,2017-10-21,26,Praying,22
Khalid,2017-10-21,27,Young Dumb & Broke,25
Kane Brown,2017-10-21,28,What Ifs,28
Camila Cabello,2017-10-21,29,Havana,29
Lil Uzi Vert,2017-10-21,30,XO Tour Llif3,7
Sam Hunt,2017-10-21,31,Body Like A Back Road,6
The Chainsmokers,2017-10-21,32,Something Just Like This,3
SZA,2017-10-21,33,Love Galore,32
Ed Sheeran,2017-10-21,34,Perfect,34
Post Malone,2017-10-21,35,Congratulations,8
Khalid,2017-10-21,36,Location,16
James Arthur,2017-10-21,37,Say You Won't Let Go,11
Cheat Codes,2017-10-21,38,No Promises,38
Post Malone,2017-10-21,39,I Fall Apart,39
Luke Combs,2017-10-21,40,When It Rains It Pours,40
Blackbear,2017-10-21,41,Do Re Mi,41
Dua Lipa,2017-10-21,42,New Rules,42
Dustin Lynch,2017-10-21,43,Small Town Boy,36
Kendrick Lamar,2017-10-21,44,Loyalty.,14
Goldlink,2017-10-21,45,Crew,45
Lil Pump,2017-10-21,46,Gucci Gang,46
Taylor Swift,2017-10-21,47,...Ready For It?,4
SZA,2017-10-21,48,The Weekend,48
